name,price,manufacturer,description,image
Allerdest 5mg Tablet 10'S,23.23,Abbott Healthcare Pvt Ltd,"ALLERDEST contain Levocetirizine which belongs to a group of medicine called antihistamines It is used for the relief of symptoms of hay fever and other allergic conditions such as sneezing, runny or itchy nose or for skin rashes such as chronic nettle rash, idiopathic urticaria in adult and children over 6 years of age. It works by blocking the effects of histamine, which may be overproduced in allergic reactions which causes unpleasant symptoms such as itchy or watery eyes, running or blocked nose, sneezing and skin rashes. Always take ALLERDEST exactly as your doctor has told you.",https://www.netmeds.com/images/product-v1/150x150/410422/allerdest_5mg_tablet_10s_0_1.jpg
Allergin 10mg Tablet 10'S,95,Jenburkt Pharmaceuticals Ltd,"ALLERGIN 10MG contains Cetirizine which belongs to a group of medicine called antihistamines It is used for the relief of symptoms of hay fever and other allergic conditions such as sneezing, runny or itchy nose or for skin rashes such as chronic nettle rash, idiopathic urticaria in adult and children over 6 years of age. It works by blocking the effects of histamine, which may be overproduced in allergic reactions which causes unpleasant symptoms such as itchy or watery eyes, running or blocked nose, sneezing and skin rashes. Always take ALLERGIN 10MG exactly as your doctor has told you.",https://www.netmeds.com/images/product-v1/150x150/formulation_based/tablets.jpg
ALLERGO 120mg Tablet 10's,102,Agio Pharmaceuticals Ltd,"ALLERGO 120MG contains Fexofenadine which belongs to the class of medications called second generation antihistamines, especially the class known as histamine receptor antagonists It works by blocking the action of one of the body's natural chemicals known as histamine. It is used for the relief of symptoms related with seasonal and year-round allergies including sneezing, itchy palate, runny nose, and itchy, tearing, and redness of the eyes. It is also used in adults and adolescents of 12 years and older to relieve the symptoms that occur with long term allergic skin reactions (chronic idiopathic urticaria) such as itching, swelling and rashes.",https://www.netmeds.com/images/product-v1/150x150/formulation_based/tablets.jpg
Allerhin L Syrup 60ml,39.6,Embiotic Laboratories Pvt Ltd,"ALLERHIN L contain Cetirizine which belongs to a group of medicine called antihistamines It is used to relieve the symptoms of hay fever (seasonal rhinitis) such as sneezing, itchy, red and watering eyes, irritated, runny or blocked nose in adults and children over the age of 2 years and also used to relieve the symptoms of other allergies such as runny and itchy nose (non-seasonal rhinitis), skin allergies such as rash, itching and urticaria (hives), pet or house mite allergies in adult and older children (over the age of 6 years). ALLERHIN L works by blocking the effects of histamine, which may be overproduced in allergic reactions which causes unpleasant symptoms such as itchy or watery eyes, running or blocked nose, sneezing and skin rashes. This medicine is strictly not recommended for use in children under 2 years.",https://www.netmeds.com/images/product-v1/150x150/formulation_based/syrups.jpg
Allerknot L Tablet 10's,35,Shaw Pharmasis,"ALLERKNOT L contain Levocetirizine which belongs to a group of medicine called antihistamines It is used for the relief of symptoms of hay fever and other allergic conditions such as sneezing, runny or itchy nose or for skin rashes such as chronic nettle rash, idiopathic urticaria in adult and children over 6 years of age. It works by blocking the effects of histamine, which may be overproduced in allergic reactions which causes unpleasant symptoms such as itchy or watery eyes, running or blocked nose, sneezing and skin rashes. Always take ALLERKNOT L exactly as your doctor has told you.",https://www.netmeds.com/images/product-v1/150x150/formulation_based/tablets.jpg
ALLERMET 120 Tablet 10's,109,METAMORF LIFESCIENCES,"ALLERMET 120 contains Fexofenadine which belongs to the class of medications called second generation antihistamines, especially the class known as histamine receptor antagonists It works by blocking the action of one of the body's natural chemicals known as histamine. It is used for the relief of symptoms related with seasonal and year-round allergies including sneezing, itchy palate, runny nose, and itchy, tearing, and redness of the eyes. It is also used in adults and adolescents of 12 years and older to relieve the symptoms that occur with long term allergic skin reactions (chronic idiopathic urticaria) such as itching, swelling and rashes.",https://www.netmeds.com/images/product-v1/150x150/formulation_based/tablets.jpg
Allerone 5mg Tablet 10'S,70,Gladstone Pharma India Pvt Ltd,"ALLERONE contain Levocetirizine which belongs to a group of medicine called antihistamines It is used for the relief of symptoms of hay fever and other allergic conditions such as sneezing, runny or itchy nose or for skin rashes such as chronic nettle rash, idiopathic urticaria in adult and children over 6 years of age. It works by blocking the effects of histamine, which may be overproduced in allergic reactions which causes unpleasant symptoms such as itchy or watery eyes, running or blocked nose, sneezing and skin rashes. Always take ALLERONE exactly as your doctor has told you.",https://www.netmeds.com/images/product-v1/150x150/359555/allerone_5mg_tablet_10_s_0.jpg
Allerzine 10mg Tablet 10'S,44.5,Jenburkt Pharmaceuticals Ltd,"ALLERZINE 10MG contain Levocetirizine which belongs to a group of medicine called antihistamines It is used for the relief of symptoms of hay fever and other allergic conditions such as sneezing, runny or itchy nose or for skin rashes such as chronic nettle rash, idiopathic urticaria in adult and children over 6 years of age. It works by blocking the effects of histamine, which may be overproduced in allergic reactions which causes unpleasant symptoms such as itchy or watery eyes, running or blocked nose, sneezing and skin rashes. Always take ALLERZINE 10MG exactly as your doctor has told you.",https://www.netmeds.com/images/product-v1/150x150/formulation_based/tablets.jpg
Allerzine 5mg Tablet 10'S,44.5,Jenburkt Pharmaceuticals Ltd,"ALLERZINE 5MG contain Levocetirizine which belongs to a group of medicine called antihistamines It is used for the relief of symptoms of hay fever and other allergic conditions such as sneezing, runny or itchy nose or for skin rashes such as chronic nettle rash, idiopathic urticaria in adult and children over 6 years of age. It works by blocking the effects of histamine, which may be overproduced in allergic reactions which causes unpleasant symptoms such as itchy or watery eyes, running or blocked nose, sneezing and skin rashes. Always take ALLERZINE 5MG exactly as your doctor has told you.",https://www.netmeds.com/images/product-v1/150x150/854039/allerzine_5mg_tablet_10s_0_0.jpg
Allrite 5mg Tablet 10'S,82.25,German Remedies Ltd,"ALLRITE contain Levocetirizine which belongs to a group of medicine called antihistamines It is used for the relief of symptoms of hay fever and other allergic conditions such as sneezing, runny or itchy nose or for skin rashes such as chronic nettle rash, idiopathic urticaria in adult and children over 6 years of age. It works by blocking the effects of histamine, which may be overproduced in allergic reactions which causes unpleasant symptoms such as itchy or watery eyes, running or blocked nose, sneezing and skin rashes. Always take ALLRITE exactly as your doctor has told you.",https://www.netmeds.com/images/product-v1/150x150/304166/allrite_5mg_tablet_10_s_0.jpg
Allset Tablet 10'S,200,Medex India Pvt Ltd,"ALLSET contains Cetirizine which belongs to a group of medicine called antihistamines It is used for the relief of symptoms of hay fever and other allergic conditions such as sneezing, runny or itchy nose or for skin rashes such as chronic nettle rash, idiopathic urticaria in adult and children over 6 years of age. It works by blocking the effects of histamine, which may be overproduced in allergic reactions which causes unpleasant symptoms such as itchy or watery eyes, running or blocked nose, sneezing and skin rashes. Always take ALLSET exactly as your doctor has told you.",https://www.netmeds.com/images/product-v1/150x150/formulation_based/tablets.jpg
Alocet Syrup 60ml,39,Viilbery Healthcare Pvt Ltd,"ALOCET contain Cetirizine which belongs to a group of medicine called antihistamines It is used to relieve the symptoms of hay fever (seasonal rhinitis) such as sneezing, itchy, red and watering eyes, irritated, runny or blocked nose in adults and children over the age of 2 years and also used to relieve the symptoms of other allergies such as runny and itchy nose (non-seasonal rhinitis), skin allergies such as rash, itching and urticaria (hives), pet or house mite allergies in adult and older children (over the age of 6 years). ALOCET works by blocking the effects of histamine, which may be overproduced in allergic reactions which causes unpleasant symptoms such as itchy or watery eyes, running or blocked nose, sneezing and skin rashes. This medicine is strictly not recommended for use in children under 2 years.",https://www.netmeds.com/images/product-v1/150x150/formulation_based/syrups.jpg
